Identifier:,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,
Stim. Freq.,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,  -16717,   -0.1020,  -15078,   -0.1841,   -1639,   -0.0200, -110174,   -0.6725,  -97244,   -1.1871,  -12930,   -0.1578,   46646,    0.2847,   87787,    1.0717,  -41141,   -0.5022, -213937,   -1.3058,  -45164,   -0.5513, -168773,   -2.0603,   66306,    0.4047,   36363,    0.4439,   29943,    0.3655, -126387,   -0.7714,  -35191,   -0.4296,  -91196,   -1.1133,  -84609,   -0.5164,  -83268,   -1.0165,   -1341,   -0.0164,   16060,    0.0980,   39918,    0.4873,  -23858,   -0.2912,   58782,    0.3588,   72086,    0.8800,  -13304,   -0.1624,  141077,    0.8611,   68733,    0.8391,   72344,    0.8831,  331551,    2.0237,  191316,    2.3355,  140235,    1.7119, -162956,   -0.9946,  -53102,   -0.6482, -109854,   -1.3410, -231962,   -1.4158,  -62858,   -0.7673, -169104,   -2.0643,  252385,    1.5405,  133065,    1.6244,  119320,    1.4566, -119262,   -0.7279,    4214,    0.0514, -123476,   -1.5073,   34627,    0.2114,    4563,    0.0557,   30064,    0.3670,    1300,    0.0079,   19846,    0.2423,  -18546,   -0.2264,   32303,    0.1972,   12397,    0.1513,   19906,    0.2430,   68665,    0.4191,   30228,    0.3690,   38437,    0.4692,   -1617,   -0.0099,   14627,    0.1786,  -16244,   -0.1983,   20504,    0.1252,   -4433,   -0.0541,   24937,    0.3044,   42708,    0.2607,   14956,    0.1826,   27752,    0.3388,   -7835,   -0.0478,   -5357,   -0.0654,   -2478,   -0.0302,   33790,    0.2062,  -12720,   -0.1553,   46510,    0.5678,   15284,    0.0933,    -359,   -0.0044,   15643,    0.1910,   27344,    0.1669,   35915,    0.4384,   -8571,   -0.1046,   50655,    0.3092,   34261,    0.4182,   16394,    0.2001,    -736,   -0.0045,  -15601,   -0.1904,   14865,    0.1815,  -28132,   -0.1717,  -10628,   -0.1297,  -17504,   -0.2137,    -698,   -0.0043,   -5172,   -0.0631,    4474,    0.0546,   -1710,   -0.0104,    1672,    0.0204,   -3382,   -0.0413,   10919,    0.0666,    3924,    0.0479,    6995,    0.0854,
   2,  -11123,   -0.0679,  -10725,   -0.1309,    -398,   -0.0049, -118508,   -0.7233,  -99918,   -1.2197,  -18590,   -0.2269,   40977,    0.2501,   84777,    1.0349,  -43800,   -0.5347, -206614,   -1.2611,  -43841,   -0.5352, -162773,   -1.9870,   64751,    0.3952,   40512,    0.4945,   24239,    0.2959, -125719,   -0.7674,  -38522,   -0.4703,  -87197,   -1.0644,  -74437,   -0.4543,  -73971,   -0.9030,    -466,   -0.0057,   17270,    0.1054,   39502,    0.4822,  -22232,   -0.2714,   65244,    0.3982,   72377,    0.8835,   -7133,   -0.0871,  153885,    0.9393,   69307,    0.8461,   84578,    1.0325,  323805,    1.9764,  185332,    2.2624,  138473,    1.6904, -152500,   -0.9308,  -45074,   -0.5502, -107426,   -1.3114, -228398,   -1.3941,  -59749,   -0.7294, -168649,   -2.0588,  257093,    1.5692,  133137,    1.6253,  123956,    1.5132, -120735,   -0.7369,    1085,    0.0132, -121820,   -1.4871,   35533,    0.2169,    3922,    0.0479,   31611,    0.3859,    2508,    0.0153,   19288,    0.2355,  -16780,   -0.2048,   30682,    0.1873,   12754,    0.1557,   17928,    0.2189,   72766,    0.4441,   33562,    0.4097,   39204,    0.4786,   -5759,   -0.0352,   12349,    0.1507,  -18108,   -0.2211,   21083,    0.1287,   -4104,   -0.0501,   25187,    0.3075,   40641,    0.2481,   14827,    0.1810,   25814,    0.3151,   -1370,   -0.0084,     794,    0.0097,   -2164,   -0.0264,   35667,    0.2177,  -12364,   -0.1509,   48031,    0.5863,   14891,    0.0909,    -883,   -0.0108,   15774,    0.1926,   27345,    0.1669,   34814,    0.4250,   -7469,   -0.0912,   50731,    0.3096,   34028,    0.4154,   16703,    0.2039,    -318,   -0.0019,  -15118,   -0.1846,   14800,    0.1807,  -25488,   -0.1556,   -9407,   -0.1148,  -16081,   -0.1963,     527,    0.0032,   -5434,   -0.0663,    5961,    0.0728,     638,    0.0039,    5635,    0.0688,   -4997,   -0.0610,   12315,    0.0752,    3892,    0.0475,    8423,    0.1028,
   3,   -9655,   -0.0589,   -7898,   -0.0964,   -1757,   -0.0214, -131246,   -0.8011, -104088,   -1.2706,  -27158,   -0.3315,   33943,    0.2072,   81845,    0.9991,  -47902,   -0.5848, -203440,   -1.2417,  -36543,   -0.4461, -166897,   -2.0374,   60741,    0.3707,   38971,    0.4757,   21770,    0.2658, -127480,   -0.7781,  -40479,   -0.4941,  -87001,   -1.0621,  -72252,   -0.4410,  -68936,   -0.8415,   -3316,   -0.0405,   18704,    0.1142,   38909,    0.4750,  -20205,   -0.2467,   65671,    0.4008,   69578,    0.8494,   -3907,   -0.0477,  149878,    0.9148,   65175,    0.7956,   84703,    1.0340,  315962,    1.9285,  180690,    2.2058,  135272,    1.6513, -152484,   -0.9307,  -45549,   -0.5560, -106935,   -1.3054, -224129,   -1.3680,  -57582,   -0.7029, -166547,   -2.0331,  255722,    1.5609,  132501,    1.6175,  123221,    1.5042, -125531,   -0.7662,   -5161,   -0.0630, -120370,   -1.4694,   38108,    0.2326,    4046,    0.0494,   34062,    0.4158,    2517,    0.0154,   19160,    0.2339,  -16643,   -0.2032,   32247,    0.1968,   12845,    0.1568,   19402,    0.2368,   76712,    0.4682,   36509,    0.4457,   40203,    0.4908,   -4457,   -0.0272,   11385,    0.1390,  -15842,   -0.1934,   23090,    0.1409,   -4589,   -0.0560,   27679,    0.3379,   41041,    0.2505,   16454,    0.2009,   24587,    0.3001,    2222,    0.0136,    4597,    0.0561,   -2375,   -0.0290,   32847,    0.2005,  -14043,   -0.1714,   46890,    0.5724,   15192,    0.0927,   -1019,   -0.0124,   16211,    0.1979,   23938,    0.1461,   32594,    0.3979,   -8656,   -0.1057,   50440,    0.3079,   34292,    0.4186,   16148,    0.1971,    -877,   -0.0054,  -15097,   -0.1843,   14220,    0.1736,  -23961,   -0.1463,   -8451,   -0.1032,  -15510,   -0.1893,    2932,    0.0179,   -5636,   -0.0688,    8568,    0.1046,    5255,    0.0321,    7646,    0.0933,   -2391,   -0.0292,   13938,    0.0851,    4421,    0.0540,    9517,    0.1162,
   4,   -8069,   -0.0493,   -7622,   -0.0930,    -447,   -0.0055, -138448,   -0.8450, -104412,   -1.2746,  -34036,   -0.4155,   34686,    0.2117,   81657,    0.9968,  -46971,   -0.5734, -199003,   -1.2147,  -34887,   -0.4259, -164116,   -2.0034,   55838,    0.3408,   37030,    0.4520,   18808,    0.2296, -125115,   -0.7637,  -41488,   -0.5065,  -83627,   -1.0209,  -66810,   -0.4078,  -65257,   -0.7966,   -1553,   -0.0190,   18615,    0.1136,   38457,    0.4695,  -19842,   -0.2422,   70718,    0.4316,   68077,    0.8310,    2641,    0.0322,  151825,    0.9267,   60517,    0.7388,   91308,    1.1146,  309415,    1.8886,  175400,    2.1412,  134015,    1.6360, -146364,   -0.8934,  -39026,   -0.4764, -107338,   -1.3103, -215104,   -1.3129,  -54808,   -0.6691, -160296,   -1.9568,  259304,    1.5827,  134221,    1.6385,  125083,    1.5269, -128821,   -0.7863,   -9345,   -0.1141, -119476,   -1.4585,   41510,    0.2534,    6400,    0.0781,   35110,    0.4286,    4148,    0.0253,   19828,    0.2420,  -15680,   -0.1914,   33047,    0.2017,   12967,    0.1583,   20080,    0.2451,   72739,    0.4440,   36185,    0.4417,   36554,    0.4462,   -8714,   -0.0532,    9077,    0.1108,  -17791,   -0.2172,   24454,    0.1493,   -5593,   -0.0683,   30047,    0.3668,   40253,    0.2457,   16295,    0.1989,   23958,    0.2925,    4596,    0.0281,    7990,    0.0975,   -3394,   -0.0414,   34079,    0.2080,  -12098,   -0.1477,   46177,    0.5637,   15465,    0.0944,    -947,   -0.0116,   16412,    0.2003,   24148,    0.1474,   30855,    0.3767,   -6707,   -0.0819,   48188,    0.2941,   32900,    0.4016,   15288,    0.1866,    1574,    0.0096,  -14187,   -0.1732,   15761,    0.1924,  -20801,   -0.1270,   -7655,   -0.0934,  -13146,   -0.1605,    4093,    0.0250,   -6392,   -0.0780,   10485,    0.1280,    6349,    0.0388,    8402,    0.1026,   -2053,   -0.0251,   13585,    0.0829,    3308,    0.0404,   10277,    0.1255,
   5,   -6979,   -0.0426,   -4936,   -0.0603,   -2043,   -0.0249, -137685,   -0.8404, -101468,   -1.2387,  -36217,   -0.4421,   36732,    0.2242,   78855,    0.9626,  -42123,   -0.5142, -201842,   -1.2320,  -32641,   -0.3985, -169201,   -2.0655,   48482,    0.2959,   36674,    0.4477,   11808,    0.1441, -119053,   -0.7267,  -38475,   -0.4697,  -80578,   -0.9836,  -65162,   -0.3977,  -63764,   -0.7784,   -1398,   -0.0171,   24578,    0.1500,   39760,    0.4854,  -15182,   -0.1853,   70717,    0.4316,   65436,    0.7988,    5281,    0.0645,  144185,    0.8801,   55685,    0.6798,   88500,    1.0804,  312886,    1.9098,  178613,    2.1804,  134273,    1.6391, -147450,   -0.9000,  -37141,   -0.4534, -110309,   -1.3466, -204092,   -1.2457,  -47118,   -0.5752, -156974,   -1.9162,  254313,    1.5523,  133170,    1.6257,  121143,    1.4788, -125005,   -0.7630,   -9115,   -0.1113, -115890,   -1.4147,   43416,    0.2650,   11293,    0.1379,   32123,    0.3921,    7427,    0.0453,   22482,    0.2744,  -15055,   -0.1838,   32252,    0.1969,   11138,    0.1360,   21114,    0.2577,   76657,    0.4679,   39024,    0.4764,   37633,    0.4594,  -11411,   -0.0696,    5995,    0.0732,  -17406,   -0.2125,   26812,    0.1637,   -5267,   -0.0643,   32079,    0.3916,   40847,    0.2493,   18676,    0.2280,   22171,    0.2707,    5735,    0.0350,    9348,    0.1141,   -3613,   -0.0441,   30697,    0.1874,  -14917,   -0.1821,   45614,    0.5568,   15036,    0.0918,   -1842,   -0.0225,   16878,    0.2060,   21978,    0.1341,   27895,    0.3405,   -5917,   -0.0722,   47058,    0.2872,   32910,    0.4017,   14148,    0.1727,    1369,    0.0084,  -14158,   -0.1728,   15527,    0.1895,  -18494,   -0.1129,   -8402,   -0.1026,  -10092,   -0.1232,    7033,    0.0429,   -5975,   -0.0729,   13008,    0.1588,    6510,    0.0397,    9483,    0.1158,   -2973,   -0.0363,   12605,    0.0769,     804,    0.0098,   11801,    0.1441,
   6,   -5732,   -0.0350,   -3884,   -0.0474,   -1848,   -0.0226, -136613,   -0.8338,  -98685,   -1.2047,  -37928,   -0.4630,   41015,    0.2503,   77094,    0.9411,  -36079,   -0.4404, -199912,   -1.2202,  -29901,   -0.3650, -170011,   -2.0754,   48761,    0.2976,   36938,    0.4509,   11823,    0.1443, -111999,   -0.6836,  -35765,   -0.4366,  -76234,   -0.9306,  -67951,   -0.4148,  -64384,   -0.7860,   -3567,   -0.0435,   21788,    0.1330,   39358,    0.4805,  -17570,   -0.2145,   69919,    0.4268,   63672,    0.7773,    6247,    0.0763,  137080,    0.8367,   50388,    0.6151,   86692,    1.0583,  312086,    1.9049,  175456,    2.1419,  136630,    1.6679, -150647,   -0.9195,  -39511,   -0.4823, -111136,   -1.3567, -191060,   -1.1662,  -39282,   -0.4795, -151778,   -1.8528,  251102,    1.5327,  129220,    1.5774,  121882,    1.4879, -122808,   -0.7496,  -12584,   -0.1536, -110224,   -1.3455,   40877,    0.2495,   10842,    0.1324,   30035,    0.3666,    2970,    0.0181,   20663,    0.2522,  -17693,   -0.2160,   29148,    0.1779,    9462,    0.1155,   19686,    0.2403,   78071,    0.4765,   39825,    0.4862,   38246,    0.4669,  -14088,   -0.0860,    3939,    0.0481,  -18027,   -0.2201,   26728,    0.1631,   -5579,   -0.0681,   32307,    0.3944,   42361,    0.2586,   19464,    0.2376,   22897,    0.2795,    5295,    0.0323,    8062,    0.0984,   -2767,   -0.0338,   29515,    0.1802,  -14740,   -0.1799,   44255,    0.5402,   15345,    0.0937,    -512,   -0.0063,   15857,    0.1936,   21667,    0.1322,   27519,    0.3359,   -5852,   -0.0714,   46246,    0.2823,   32591,    0.3979,   13655,    0.1667,    3018,    0.0184,  -11670,   -0.1425,   14688,    0.1793,  -19461,   -0.1188,  -10693,   -0.1305,   -8768,   -0.1070,   10434,    0.0637,   -4717,   -0.0576,   15151,    0.1850,    7222,    0.0441,   11379,    0.1389,   -4157,   -0.0507,    9594,    0.0586,   -3008,   -0.0367,   12602,    0.1538,
