Identifier:,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,
Sweeps:,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,
Artifacts:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,,,,,,0,,,,,,0,,,,,,0,,,,,,
Smp. Period:,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,
Amp. Gain:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Low Pass:,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,
Stimulus:,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,
Stim. Freq.,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,24000,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,
Comment:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,   40752,    0.2487,   19883,    0.2427,   20869,    0.2548,    5794,    0.0354,    1270,    0.0155,    4524,    0.0552,   58697,    0.3583,   35630,    0.4349,   23067,    0.2816,   25785,    0.1574,    9539,    0.1164,   16246,    0.1983,   19284,    0.1177,    6725,    0.0821,   12559,    0.1533,   14359,    0.0876,   11189,    0.1366,    3170,    0.0387,   -8399,   -0.0513,     475,    0.0058,   -8874,   -0.1083,   16787,    0.1025,   13067,    0.1595,    3720,    0.0454,    -170,   -0.0010,   -7757,   -0.0947,    7587,    0.0926,   51954,    0.3171,   31062,    0.3792,   20892,    0.2550,    8315,    0.0508,    9618,    0.1174,   -1303,   -0.0159,      36,    0.0002,  -16681,   -0.2036,   16717,    0.2041,   32332,    0.1973,    5582,    0.0681,   26750,    0.3265,   22990,    0.1403,    3848,    0.0470,   19142,    0.2337,   22424,    0.1369,   22473,    0.2743,     -49,   -0.0006,   25684,    0.1568,   25094,    0.3063,     590,    0.0072,   37990,    0.2319,   25974,    0.3171,   12016,    0.1467,   55396,    0.3381,   28831,    0.3520,   26565,    0.3243,   25519,    0.1558,    5987,    0.0731,   19532,    0.2384,   10791,    0.0659,     736,    0.0090,   10055,    0.1227,   24969,    0.1524,    -706,   -0.0086,   25675,    0.3134,  -50921,   -0.3108,    1165,    0.0142,  -52086,   -0.6358,   17741,    0.1083,    8042,    0.0982,    9699,    0.1184,    8941,    0.0546,    3726,    0.0455,    5215,    0.0637,   -7230,   -0.0441,    -578,   -0.0071,   -6652,   -0.0812,   27514,    0.1679,   23614,    0.2883,    3900,    0.0476,  -37328,   -0.2278,  -11380,   -0.1389,  -25948,   -0.3168,   19559,    0.1194,   17498,    0.2136,    2061,    0.0252,    3189,    0.0195,   12420,    0.1516,   -9231,   -0.1127,    4712,    0.0288,   -2697,   -0.0329,    7409,    0.0904,    5273,    0.0322,   -9988,   -0.1219,   15261,    0.1863,    3782,    0.0231,     599,    0.0073,    3183,    0.0389,   -3278,   -0.0200,  -13378,   -0.1633,   10100,    0.1233,
   2,   39787,    0.2428,   19160,    0.2339,   20627,    0.2518,    6612,    0.0404,    2852,    0.0348,    3760,    0.0459,   58196,    0.3552,   35811,    0.4372,   22385,    0.2733,   26495,    0.1617,   10658,    0.1301,   15837,    0.1933,   19629,    0.1198,    7172,    0.0876,   12457,    0.1521,   13873,    0.0847,   10736,    0.1311,    3137,    0.0383,   -7512,   -0.0459,    1780,    0.0217,   -9292,   -0.1134,   19031,    0.1162,   15194,    0.1855,    3837,    0.0468,    3065,    0.0187,   -4908,   -0.0599,    7973,    0.0973,   47842,    0.2920,   29196,    0.3564,   18646,    0.2276,    7585,    0.0463,    8161,    0.0996,    -576,   -0.0070,     982,    0.0060,  -16558,   -0.2021,   17540,    0.2141,   33567,    0.2049,    7242,    0.0884,   26325,    0.3214,   23778,    0.1451,    4761,    0.0581,   19017,    0.2321,   21989,    0.1342,   22268,    0.2718,    -279,   -0.0034,   24717,    0.1509,   24255,    0.2961,     462,    0.0056,   37021,    0.2260,   26222,    0.3201,   10799,    0.1318,   53908,    0.3290,   28014,    0.3420,   25894,    0.3161,   24611,    0.1502,    6008,    0.0733,   18603,    0.2271,   12086,    0.0738,    1849,    0.0226,   10237,    0.1250,   25872,    0.1579,    -704,   -0.0086,   26576,    0.3244,  -51208,   -0.3126,    1305,    0.0159,  -52513,   -0.6410,   16705,    0.1020,    7528,    0.0919,    9177,    0.1120,    8406,    0.0513,    4355,    0.0532,    4051,    0.0495,   -6791,   -0.0415,    -101,   -0.0012,   -6690,   -0.0817,   27843,    0.1699,   24340,    0.2971,    3503,    0.0428,  -36688,   -0.2239,  -11002,   -0.1343,  -25686,   -0.3136,   18762,    0.1145,   16457,    0.2009,    2305,    0.0281,    2731,    0.0167,   12084,    0.1475,   -9353,   -0.1142,    6346,    0.0387,   -1725,   -0.0211,    8071,    0.0985,    4061,    0.0248,  -10254,   -0.1252,   14315,    0.1747,    4222,    0.0258,     601,    0.0073,    3621,    0.0442,   -2606,   -0.0159,  -12874,   -0.1572,   10268,    0.1253,
   3,   38291,    0.2337,   18129,    0.2213,   20162,    0.2461,    7534,    0.0460,    4362,    0.0532,    3172,    0.0387,   58352,    0.3562,   35827,    0.4374,   22525,    0.2750,   27046,    0.1651,   11603,    0.1416,   15443,    0.1885,   19296,    0.1178,    7238,    0.0884,   12058,    0.1472,   13222,    0.0807,   10571,    0.1290,    2651,    0.0324,   -5692,   -0.0347,    3466,    0.0423,   -9158,   -0.1118,   21202,    0.1294,   17067,    0.2083,    4135,    0.0505,    6942,    0.0424,   -1444,   -0.0176,    8386,    0.1024,   43537,    0.2657,   26974,    0.3293,   16563,    0.2022,    6982,    0.0426,    7300,    0.0891,    -318,   -0.0039,    1929,    0.0118,  -16810,   -0.2052,   18739,    0.2288,   34753,    0.2121,    8485,    0.1036,   26268,    0.3207,   23984,    0.1464,    5320,    0.0649,   18664,    0.2278,   21944,    0.1339,   21376,    0.2609,     568,    0.0069,   24017,    0.1466,   23065,    0.2816,     952,    0.0116,   36322,    0.2217,   26115,    0.3188,   10207,    0.1246,   52342,    0.3195,   26945,    0.3289,   25397,    0.3100,   23945,    0.1462,    6152,    0.0751,   17793,    0.2172,   13060,    0.0797,    2664,    0.0325,   10396,    0.1269,   27449,    0.1675,    -406,   -0.0050,   27855,    0.3400,  -51583,   -0.3148,    1125,    0.0137,  -52708,   -0.6434,   15255,    0.0931,    6899,    0.0842,    8356,    0.1020,    8308,    0.0507,    5170,    0.0631,    3138,    0.0383,   -6312,   -0.0385,     369,    0.0045,   -6681,   -0.0816,   28361,    0.1731,   24977,    0.3049,    3384,    0.0413,  -35972,   -0.2196,  -10446,   -0.1275,  -25526,   -0.3116,   18141,    0.1107,   15539,    0.1897,    2602,    0.0318,    2103,    0.0128,   11658,    0.1423,   -9555,   -0.1166,    7826,    0.0478,    -945,   -0.0115,    8771,    0.1071,    2363,    0.0144,  -10519,   -0.1284,   12882,    0.1573,    5409,    0.0330,    1015,    0.0124,    4394,    0.0536,   -1958,   -0.0120,  -12171,   -0.1486,   10213,    0.1247,
   4,   36438,    0.2224,   16652,    0.2033,   19786,    0.2415,    8214,    0.0501,    5372,    0.0656,    2842,    0.0347,   59004,    0.3601,   36025,    0.4398,   22979,    0.2805,   27989,    0.1708,   12394,    0.1513,   15595,    0.1904,   18967,    0.1158,    6740,    0.0823,   12227,    0.1493,   11827,    0.0722,   10509,    0.1283,    1318,    0.0161,   -3144,   -0.0192,    5042,    0.0615,   -8186,   -0.0999,   23106,    0.1410,   18562,    0.2266,    4544,    0.0555,    9993,    0.0610,    1118,    0.0136,    8875,    0.1083,   39819,    0.2430,   25328,    0.3092,   14491,    0.1769,    7842,    0.0479,    7263,    0.0887,     579,    0.0071,    3048,    0.0186,  -17148,   -0.2093,   20196,    0.2465,   35014,    0.2137,    9174,    0.1120,   25840,    0.3154,   24113,    0.1472,    5932,    0.0724,   18181,    0.2219,   22315,    0.1362,   20540,    0.2507,    1775,    0.0217,   23676,    0.1445,   21912,    0.2675,    1764,    0.0215,   35192,    0.2148,   25359,    0.3096,    9833,    0.1200,   50997,    0.3113,   26004,    0.3174,   24993,    0.3051,   23422,    0.1430,    6415,    0.0783,   17007,    0.2076,   13377,    0.0816,    3361,    0.0410,   10016,    0.1223,   28997,    0.1770,    -247,   -0.0030,   29244,    0.3570,  -51821,   -0.3163,     658,    0.0080,  -52479,   -0.6406,   13226,    0.0807,    6079,    0.0742,    7147,    0.0872,    8420,    0.0514,    6021,    0.0735,    2399,    0.0293,   -6187,   -0.0378,     596,    0.0073,   -6783,   -0.0828,   28832,    0.1760,   25340,    0.3093,    3492,    0.0426,  -35042,   -0.2139,   -9875,   -0.1205,  -25167,   -0.3072,   16931,    0.1033,   14560,    0.1777,    2371,    0.0289,    1530,    0.0093,   11142,    0.1360,   -9612,   -0.1173,    8706,    0.0531,    -249,   -0.0030,    8955,    0.1093,    1471,    0.0090,  -10366,   -0.1265,   11837,    0.1445,    6968,    0.0425,    1692,    0.0207,    5276,    0.0644,   -1364,   -0.0083,  -11725,   -0.1431,   10361,    0.1265,
   5,   35085,    0.2141,   15430,    0.1884,   19655,    0.2399,    8366,    0.0511,    5991,    0.0731,    2375,    0.0290,   59485,    0.3631,   36219,    0.4421,   23266,    0.2840,   28670,    0.1750,   12919,    0.1577,   15751,    0.1923,   18124,    0.1106,    5907,    0.0721,   12217,    0.1491,   10337,    0.0631,   10298,    0.1257,      39,    0.0005,    -360,   -0.0022,    6672,    0.0814,   -7032,   -0.0858,   24554,    0.1499,   19329,    0.2360,    5225,    0.0638,   12810,    0.0782,    3378,    0.0412,    9432,    0.1151,   37382,    0.2282,   24279,    0.2964,   13103,    0.1600,    9128,    0.0557,    7659,    0.0935,    1469,    0.0179,    3981,    0.0243,  -17538,   -0.2141,   21519,    0.2627,   34582,    0.2111,    9412,    0.1149,   25170,    0.3073,   23597,    0.1440,    5907,    0.0721,   17690,    0.2159,   22910,    0.1398,   19528,    0.2384,    3382,    0.0413,   23741,    0.1449,   20963,    0.2559,    2778,    0.0339,   33216,    0.2027,   23936,    0.2922,    9280,    0.1133,   50136,    0.3060,   25231,    0.3080,   24905,    0.3040,   23201,    0.1416,    6606,    0.0806,   16595,    0.2026,   13063,    0.0797,    3477,    0.0424,    9586,    0.1170,   30345,    0.1852,     -20,   -0.0002,   30365,    0.3707,  -52209,   -0.3187,      -4,   -0.0000,  -52205,   -0.6373,   11103,    0.0678,    5271,    0.0643,    5832,    0.0712,    8687,    0.0530,    6733,    0.0822,    1954,    0.0239,   -6113,   -0.0373,     853,    0.0104,   -6966,   -0.0850,   29117,    0.1777,   25385,    0.3099,    3732,    0.0456,  -33938,   -0.2071,   -9071,   -0.1107,  -24867,   -0.3036,   15532,    0.0948,   13763,    0.1680,    1769,    0.0216,    1332,    0.0081,   10854,    0.1325,   -9522,   -0.1162,    9271,    0.0566,      20,    0.0002,    9251,    0.1129,    1061,    0.0065,  -10314,   -0.1259,   11375,    0.1389,    9066,    0.0553,    2622,    0.0320,    6444,    0.0787,    -329,   -0.0020,  -11312,   -0.1381,   10983,    0.1341,
