Identifier:,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,
Sweeps:,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,
Artifacts:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Smp. Period:,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,31.25,,,,,,
Amp. Gain:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Low Pass:,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,1500.00,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,
Stimulus:,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,
Stim. Freq.,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,32000,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,512,,,,,,
Comment:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,   -8641,   -0.0527,   -5534,   -0.0676,   -3107,   -0.0379,   24309,    0.1484,   17014,    0.2077,    7295,    0.0891,   39549,    0.2414,   19624,    0.2396,   19925,    0.2432,   36209,    0.2210,  -13712,   -0.1674,   49921,    0.6094,   -7382,   -0.0451,    1199,    0.0146,   -8581,   -0.1048,   29123,    0.1778,   11466,    0.1400,   17657,    0.2155,    9512,    0.0581,   13356,    0.1630,   -3844,   -0.0469,   23581,    0.1439,    5505,    0.0672,   18076,    0.2207,   10864,    0.0663,    6638,    0.0810,    4226,    0.0516,   15322,    0.0935,   13544,    0.1653,    1778,    0.0217,   13689,    0.0836,   13875,    0.1694,    -186,   -0.0023,   10685,    0.0652,    -305,   -0.0037,   10990,    0.1342,    4386,    0.0268,  -18720,   -0.2285,   23106,    0.2821,  -15669,   -0.0956,   -1922,   -0.0235,  -13747,   -0.1678,    8079,    0.0493,   10767,    0.1314,   -2688,   -0.0328,   13034,    0.0796,   10374,    0.1266,    2660,    0.0325,    4260,    0.0260,    -175,   -0.0021,    4435,    0.0541,   -8071,   -0.0493,     240,    0.0029,   -8311,   -0.1015,   27316,    0.1667,    5480,    0.0669,   21836,    0.2666,   15276,    0.0932,    -941,   -0.0115,   16217,    0.1980,  -24986,   -0.1525,   -5043,   -0.0616,  -19943,   -0.2435,  -11585,   -0.0707,   -1103,   -0.0135,  -10482,   -0.1280,   30946,    0.1889,   14529,    0.1774,   16417,    0.2004,   14376,    0.0877,   10490,    0.1281,    3886,    0.0474,   24477,    0.1494,   12625,    0.1541,   11852,    0.1447,   20103,    0.1227,   20344,    0.2483,    -241,   -0.0029,   -7698,   -0.0470,  -26491,   -0.3234,   18793,    0.2294,   13245,    0.0808,   14816,    0.1809,   -1571,   -0.0192,    1052,    0.0064,   -5747,   -0.0702,    6799,    0.0830,   12041,    0.0735,   -1004,   -0.0123,   13045,    0.1592,    9718,    0.0593,   -5203,   -0.0635,   14921,    0.1821,  -35143,   -0.2145,  -13369,   -0.1632,  -21774,   -0.2658,  -10225,   -0.0624,    5768,    0.0704,  -15993,   -0.1952,
   2,   -8890,   -0.0543,   -5842,   -0.0713,   -3048,   -0.0372,   23132,    0.1412,   17663,    0.2156,    5469,    0.0668,   38888,    0.2374,   19969,    0.2438,   18919,    0.2310,   35358,    0.2158,  -14210,   -0.1735,   49568,    0.6051,   -5683,   -0.0347,    2555,    0.0312,   -8238,   -0.1006,   31681,    0.1934,   13279,    0.1621,   18402,    0.2246,   11007,    0.0672,   14887,    0.1817,   -3880,   -0.0474,   23153,    0.1413,    5207,    0.0636,   17946,    0.2191,   10894,    0.0665,    6709,    0.0819,    4185,    0.0511,   15587,    0.0951,   15022,    0.1834,     565,    0.0069,   11718,    0.0715,   13407,    0.1637,   -1689,   -0.0206,   11086,    0.0677,     443,    0.0054,   10643,    0.1299,    4620,    0.0282,  -18166,   -0.2218,   22786,    0.2782,  -13951,   -0.0852,   -1096,   -0.0134,  -12855,   -0.1569,    8305,    0.0507,   11633,    0.1420,   -3328,   -0.0406,   14480,    0.0884,   11736,    0.1433,    2744,    0.0335,    5323,    0.0325,     701,    0.0086,    4622,    0.0564,   -7542,   -0.0460,    -118,   -0.0014,   -7424,   -0.0906,   27593,    0.1684,    5255,    0.0641,   22338,    0.2727,   14490,    0.0884,   -1518,   -0.0185,   16008,    0.1954,  -24127,   -0.1473,   -4559,   -0.0557,  -19568,   -0.2389,  -10582,   -0.0646,    -608,   -0.0074,   -9974,   -0.1218,   32391,    0.1977,   15508,    0.1893,   16883,    0.2061,   14091,    0.0860,   10458,    0.1277,    3633,    0.0443,   23542,    0.1437,   11562,    0.1411,   11980,    0.1462,   21367,    0.1304,   21236,    0.2592,     131,    0.0016,   -8287,   -0.0506,  -26826,   -0.3275,   18539,    0.2263,   10986,    0.0671,   14615,    0.1784,   -3629,   -0.0443,     945,    0.0058,   -5875,   -0.0717,    6820,    0.0833,   13794,    0.0842,    -241,   -0.0029,   14035,    0.1713,    8664,    0.0529,   -5886,   -0.0719,   14550,    0.1776,  -35371,   -0.2159,  -13789,   -0.1683,  -21582,   -0.2635,   -9341,   -0.0570,    5866,    0.0716,  -15207,   -0.1856,
   3,   -7982,   -0.0487,   -5492,   -0.0670,   -2490,   -0.0304,   21546,    0.1315,   17280,    0.2109,    4266,    0.0521,   39264,    0.2397,   20286,    0.2476,   18978,    0.2317,   35286,    0.2154,  -14290,   -0.1744,   49576,    0.6052,   -3728,   -0.0228,    3595,    0.0439,   -7323,   -0.0894,   33873,    0.2068,   14373,    0.1755,   19500,    0.2380,   12052,    0.0736,   16482,    0.2012,   -4430,   -0.0541,   23369,    0.1426,    5489,    0.0670,   17880,    0.2183,   11528,    0.0704,    6480,    0.0791,    5048,    0.0616,   15057,    0.0919,   15970,    0.1950,    -913,   -0.0111,    9255,    0.0565,   13047,    0.1593,   -3792,   -0.0463,   12646,    0.0772,    1324,    0.0162,   11322,    0.1382,    4843,    0.0296,  -17553,   -0.2143,   22396,    0.2734,  -12852,   -0.0784,    -354,   -0.0043,  -12498,   -0.1526,    8887,    0.0542,   13111,    0.1601,   -4224,   -0.0516,   15841,    0.0967,   12988,    0.1585,    2853,    0.0348,    6986,    0.0426,    2126,    0.0260,    4860,    0.0593,   -8014,   -0.0489,   -1068,   -0.0130,   -6946,   -0.0848,   27852,    0.1700,    5137,    0.0627,   22715,    0.2773,   13480,    0.0823,   -2203,   -0.0269,   15683,    0.1914,  -23737,   -0.1449,   -4320,   -0.0527,  -19417,   -0.2370,   -9858,   -0.0602,    -454,   -0.0055,   -9404,   -0.1148,   33749,    0.2060,   16503,    0.2015,   17246,    0.2105,   14140,    0.0863,   10487,    0.1280,    3653,    0.0446,   23460,    0.1432,   11064,    0.1351,   12396,    0.1513,   22856,    0.1395,   21969,    0.2682,     887,    0.0108,   -8891,   -0.0543,  -27173,   -0.3317,   18282,    0.2232,    9128,    0.0557,   14805,    0.1807,   -5677,   -0.0693,      54,    0.0003,   -6454,   -0.0788,    6508,    0.0794,   15397,    0.0940,     151,    0.0018,   15246,    0.1861,    7827,    0.0478,   -6620,   -0.0808,   14447,    0.1764,  -35529,   -0.2169,  -13962,   -0.1704,  -21567,   -0.2633,   -8032,   -0.0490,    6203,    0.0757,  -14235,   -0.1738,
   4,   -6033,   -0.0368,   -3911,   -0.0477,   -2122,   -0.0259,   20780,    0.1268,   17228,    0.2103,    3552,    0.0434,   38868,    0.2372,   19991,    0.2440,   18877,    0.2304,   35815,    0.2186,  -13824,   -0.1688,   49639,    0.6060,   -1015,   -0.0062,    4734,    0.0578,   -5749,   -0.0702,   36380,    0.2221,   15232,    0.1859,   21148,    0.2582,   12601,    0.0769,   17699,    0.2161,   -5098,   -0.0622,   23979,    0.1464,    6069,    0.0741,   17910,    0.2186,   12556,    0.0766,    6181,    0.0755,    6375,    0.0778,   14407,    0.0879,   16823,    0.2054,   -2416,   -0.0295,    6764,    0.0413,   12859,    0.1570,   -6095,   -0.0744,   14761,    0.0901,    2491,    0.0304,   12270,    0.1498,    4799,    0.0293,  -17140,   -0.2092,   21939,    0.2678,  -12030,   -0.0734,     282,    0.0034,  -12312,   -0.1503,    9327,    0.0569,   14483,    0.1768,   -5156,   -0.0629,   16972,    0.1036,   13623,    0.1663,    3349,    0.0409,    8566,    0.0523,    3483,    0.0425,    5083,    0.0621,   -8524,   -0.0520,   -1866,   -0.0228,   -6658,   -0.0813,   27714,    0.1692,    4954,    0.0605,   22760,    0.2778,   12260,    0.0748,   -3095,   -0.0378,   15355,    0.1874,  -23278,   -0.1421,   -4010,   -0.0490,  -19268,   -0.2352,   -9496,   -0.0580,    -392,   -0.0048,   -9104,   -0.1111,   34967,    0.2134,   17368,    0.2120,   17599,    0.2148,   14541,    0.0888,   10778,    0.1316,    3763,    0.0459,   23084,    0.1409,   10526,    0.1285,   12558,    0.1533,   24427,    0.1491,   22704,    0.2772,    1723,    0.0210,   -9524,   -0.0581,  -27779,   -0.3391,   18255,    0.2228,    7770,    0.0474,   15277,    0.1865,   -7507,   -0.0916,    -862,   -0.0053,   -6858,   -0.0837,    5996,    0.0732,   16811,    0.1026,     325,    0.0040,   16486,    0.2013,    7295,    0.0445,   -7543,   -0.0921,   14838,    0.1811,  -35411,   -0.2161,  -13573,   -0.1657,  -21838,   -0.2666,   -6744,   -0.0412,    6504,    0.0794,  -13248,   -0.1617,
   5,   -3246,   -0.0198,   -1562,   -0.0191,   -1684,   -0.0206,   21002,    0.1282,   17150,    0.2094,    3852,    0.0470,   38387,    0.2343,   19587,    0.2391,   18800,    0.2295,   37220,    0.2272,  -12812,   -0.1564,   50032,    0.6108,    1625,    0.0099,    5711,    0.0697,   -4086,   -0.0499,   38432,    0.2346,   15534,    0.1896,   22898,    0.2795,   12472,    0.0761,   18554,    0.2265,   -6082,   -0.0742,   25086,    0.1531,    7059,    0.0862,   18027,    0.2201,   13280,    0.0811,    5322,    0.0650,    7958,    0.0971,   13544,    0.0827,   17584,    0.2147,   -4040,   -0.0493,    3703,    0.0226,   12413,    0.1515,   -8710,   -0.1063,   17376,    0.1061,    3895,    0.0475,   13481,    0.1646,    4114,    0.0251,  -16951,   -0.2069,   21065,    0.2571,  -10849,   -0.0662,     801,    0.0098,  -11650,   -0.1422,    9713,    0.0593,   15606,    0.1905,   -5893,   -0.0719,   17956,    0.1096,   13958,    0.1704,    3998,    0.0488,    9659,    0.0590,    4447,    0.0543,    5212,    0.0636,   -9245,   -0.0564,   -2416,   -0.0295,   -6829,   -0.0834,   27445,    0.1675,    4592,    0.0561,   22853,    0.2790,   11706,    0.0714,   -3661,   -0.0447,   15367,    0.1876,  -23516,   -0.1435,   -4195,   -0.0512,  -19321,   -0.2359,   -9163,   -0.0559,    -188,   -0.0023,   -8975,   -0.1096,   35549,    0.2170,   17866,    0.2181,   17683,    0.2159,   15297,    0.0934,   11508,    0.1405,    3789,    0.0463,   23341,    0.1425,   10556,    0.1289,   12785,    0.1561,   25934,    0.1583,   23336,    0.2849,    2598,    0.0317,  -10192,   -0.0622,  -28248,   -0.3448,   18056,    0.2204,    6453,    0.0394,   15936,    0.1945,   -9483,   -0.1158,   -2148,   -0.0131,   -7314,   -0.0893,    5166,    0.0631,   17763,    0.1084,     395,    0.0048,   17368,    0.2120,    7102,    0.0433,   -7812,   -0.0954,   14914,    0.1821,  -35018,   -0.2137,  -12942,   -0.1580,  -22076,   -0.2695,   -5457,   -0.0333,    6747,    0.0824,  -12204,   -0.1490,
