Identifier:,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,
Sweeps:,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,
Artifacts:,19,,,,,,6,,,,,,7,,,,,,12,,,,,,8,,,,,,4,,,,,,3,,,,,,11,,,,,,6,,,,,,3,,,,,,4,,,,,,12,,,,,,9,,,,,,3,,,,,,8,,,,,,6,,,,,,8,,,,,,11,,,,,,4,,,,,,3,,,,,,4,,,,,,10,,,,,,5,,,,,,15,,,,,,3,,,,,,11,,,,,,15,,,,,,14,,,,,,11,,,,,,1,,,,,,
Smp. Period:,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,
Amp. Gain:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Low Pass:,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,
Stimulus:,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,
Stim. Freq.,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Comment:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,   58459,    0.3568,    3592,    0.0438,   54867,    0.6698,  -10153,   -0.0620,  -33314,   -0.4067,   23161,    0.2827,  -46440,   -0.2835,  -74124,   -0.9049,   27684,    0.3379,   -8414,   -0.0514,   -3049,   -0.0372,   -5365,   -0.0655,   18926,    0.1155,    2783,    0.0340,   16143,    0.1971,   40181,    0.2453,   13687,    0.1671,   26494,    0.3234,   26520,    0.1619,    4481,    0.0547,   22039,    0.2690,   18277,    0.1116,     760,    0.0093,   17517,    0.2138,   15699,    0.0958,    1612,    0.0197,   14087,    0.1720,   66778,    0.4076,   -4138,   -0.0505,   70916,    0.8657,    1692,    0.0103,   12769,    0.1559,  -11077,   -0.1352,   75342,    0.4599,   79761,    0.9737,   -4419,   -0.0539,  -32645,   -0.1993,   -7809,   -0.0953,  -24836,   -0.3032,   -1760,   -0.0107,      58,    0.0007,   -1818,   -0.0222,    1711,    0.0104,   13821,    0.1687,  -12110,   -0.1478,  -11172,   -0.0682,  -10509,   -0.1283,    -663,   -0.0081,  -14617,   -0.0892,   -8220,   -0.1003,   -6397,   -0.0781,  -16076,   -0.0981,  -28218,   -0.3445,   12142,    0.1482,  -64231,   -0.3920,  -11892,   -0.1452,  -52339,   -0.6389,   30026,    0.1833,  -14073,   -0.1718,   44099,    0.5383,  -42914,   -0.2619,    2782,    0.0340,  -45696,   -0.5578,   -8720,   -0.0532,    8923,    0.1089,  -17643,   -0.2154,   34203,    0.2088,   14020,    0.1711,   20183,    0.2464,   26072,    0.1591,   10024,    0.1224,   16048,    0.1959,  -19986,   -0.1220,  -35730,   -0.4362,   15744,    0.1922,   41666,    0.2543,    2983,    0.0364,   38683,    0.4722,   12314,    0.0752,    1488,    0.0182,   10826,    0.1322,   40816,    0.2491,    6779,    0.0828,   34037,    0.4155,  -21136,   -0.1290,   15798,    0.1929,  -36934,   -0.4509,  -51137,   -0.3121,   -3193,   -0.0390,  -47944,   -0.5853,
   2,   53924,    0.3291,    1686,    0.0206,   52238,    0.6377,   -7993,   -0.0488,  -36993,   -0.4516,   29000,    0.3540,  -47170,   -0.2879,  -71752,   -0.8759,   24582,    0.3001,    -222,   -0.0014,   -1558,   -0.0190,    1336,    0.0163,   11407,    0.0696,   -1947,   -0.0238,   13354,    0.1630,   41241,    0.2517,   12916,    0.1577,   28325,    0.3458,   25691,    0.1568,    5605,    0.0684,   20086,    0.2452,   19007,    0.1160,    1377,    0.0168,   17630,    0.2152,   10214,    0.0623,   -1241,   -0.0151,   11455,    0.1398,   70323,    0.4292,    -908,   -0.0111,   71231,    0.8695,    2613,    0.0159,   11963,    0.1460,   -9350,   -0.1141,   78184,    0.4772,   76670,    0.9359,    1514,    0.0185,  -31359,   -0.1914,   -5348,   -0.0653,  -26011,   -0.3175,   -7399,   -0.0452,   -2070,   -0.0253,   -5329,   -0.0651,    -384,   -0.0023,   12257,    0.1496,  -12641,   -0.1543,   -9974,   -0.0609,   -9570,   -0.1168,    -404,   -0.0049,  -16547,   -0.1010,   -9378,   -0.1145,   -7169,   -0.0875,  -14455,   -0.0882,  -27152,   -0.3315,   12697,    0.1550,  -66088,   -0.4034,  -12809,   -0.1564,  -53279,   -0.6504,   27837,    0.1699,  -14253,   -0.1740,   42090,    0.5138,  -43358,   -0.2646,    2577,    0.0315,  -45935,   -0.5607,  -10694,   -0.0653,    7769,    0.0948,  -18463,   -0.2254,   35816,    0.2186,   16340,    0.1995,   19476,    0.2378,   23531,    0.1436,    7338,    0.0896,   16193,    0.1977,  -20048,   -0.1224,  -34711,   -0.4237,   14663,    0.1790,   41661,    0.2543,    3832,    0.0468,   37829,    0.4618,    9528,    0.0582,      54,    0.0007,    9474,    0.1157,   41505,    0.2533,    6404,    0.0782,   35101,    0.4285,  -19946,   -0.1217,   15647,    0.1910,  -35593,   -0.4345,  -48598,   -0.2966,   -1453,   -0.0177,  -47145,   -0.5755,
   3,   51942,    0.3170,    2070,    0.0253,   49872,    0.6088,    -593,   -0.0036,  -34124,   -0.4166,   33531,    0.4093,  -42813,   -0.2613,  -70666,   -0.8626,   27853,    0.3400,    -102,   -0.0006,   -1528,   -0.0187,    1426,    0.0174,    4975,    0.0304,   -4068,   -0.0497,    9043,    0.1104,   37761,    0.2305,   11933,    0.1457,   25828,    0.3153,   29022,    0.1771,    7284,    0.0889,   21738,    0.2654,   19745,    0.1205,    2423,    0.0296,   17322,    0.2115,    7343,    0.0448,    -459,   -0.0056,    7802,    0.0952,   71317,    0.4353,    2610,    0.0319,   68707,    0.8387,    3573,    0.0218,    9959,    0.1216,   -6386,   -0.0780,   76401,    0.4663,   72932,    0.8903,    3469,    0.0423,  -30224,   -0.1845,    -250,   -0.0031,  -29974,   -0.3659,   -2188,   -0.0134,    1895,    0.0231,   -4083,   -0.0498,   -4151,   -0.0253,   10111,    0.1234,  -14262,   -0.1741,   -8766,   -0.0535,   -7970,   -0.0973,    -796,   -0.0097,  -17824,   -0.1088,   -9606,   -0.1173,   -8218,   -0.1003,  -14708,   -0.0898,  -27483,   -0.3355,   12775,    0.1559,  -61404,   -0.3748,   -9342,   -0.1140,  -52062,   -0.6355,   22160,    0.1353,  -13543,   -0.1653,   35703,    0.4358,  -43593,   -0.2661,    2779,    0.0339,  -46372,   -0.5661,  -11198,   -0.0683,    8087,    0.0987,  -19285,   -0.2354,   39259,    0.2396,   18612,    0.2272,   20647,    0.2520,   20939,    0.1278,    6199,    0.0757,   14740,    0.1799,  -17072,   -0.1042,  -32819,   -0.4006,   15747,    0.1922,   41109,    0.2509,    3804,    0.0464,   37305,    0.4554,    9373,    0.0572,    -764,   -0.0093,   10137,    0.1237,   40972,    0.2501,    5412,    0.0661,   35560,    0.4341,  -16700,   -0.1019,   16764,    0.2046,  -33464,   -0.4085,  -45480,   -0.2776,    -112,   -0.0014,  -45368,   -0.5538,
   4,   47658,    0.2909,    1473,    0.0180,   46185,    0.5638,    3311,    0.0202,  -33643,   -0.4107,   36954,    0.4511,  -42210,   -0.2576,  -68400,   -0.8350,   26190,    0.3197,    1894,    0.0116,   -3119,   -0.0381,    5013,    0.0612,   -3983,   -0.0243,   -6997,   -0.0854,    3014,    0.0368,   34207,    0.2088,    9424,    0.1150,   24783,    0.3025,   33797,    0.2063,   10025,    0.1224,   23772,    0.2902,   21890,    0.1336,    4808,    0.0587,   17082,    0.2085,    6368,    0.0389,   -1774,   -0.0217,    8142,    0.0994,   67248,    0.4105,    1800,    0.0220,   65448,    0.7990,    2223,    0.0136,    7517,    0.0918,   -5294,   -0.0646,   70519,    0.4304,   67540,    0.8245,    2979,    0.0364,  -32700,   -0.1996,   -2951,   -0.0360,  -29749,   -0.3632,   -7278,   -0.0444,     857,    0.0105,   -8135,   -0.0993,   -5128,   -0.0313,    8452,    0.1032,  -13580,   -0.1658,  -10928,   -0.0667,   -7091,   -0.0866,   -3837,   -0.0468,  -18266,   -0.1115,  -11266,   -0.1375,   -7000,   -0.0855,  -14702,   -0.0897,  -27514,   -0.3359,   12812,    0.1564,  -57906,   -0.3534,   -6850,   -0.0836,  -51056,   -0.6233,   21496,    0.1312,  -12446,   -0.1519,   33942,    0.4143,  -38773,   -0.2367,    5855,    0.0715,  -44628,   -0.5448,  -11349,   -0.0693,    7742,    0.0945,  -19091,   -0.2331,   45324,    0.2766,   22553,    0.2753,   22771,    0.2780,   19117,    0.1167,    5208,    0.0636,   13909,    0.1698,  -13269,   -0.0810,  -30902,   -0.3772,   17633,    0.2153,   41431,    0.2529,    5698,    0.0696,   35733,    0.4362,    5467,    0.0334,   -1982,   -0.0242,    7449,    0.0909,   40301,    0.2460,    4331,    0.0529,   35970,    0.4391,  -13579,   -0.0829,   18050,    0.2203,  -31629,   -0.3861,  -43429,   -0.2651,   -1021,   -0.0125,  -42408,   -0.5177,
   5,   47706,    0.2912,     -98,   -0.0012,   47804,    0.5836,    5705,    0.0348,  -27942,   -0.3411,   33647,    0.4107,  -35073,   -0.2141,  -61919,   -0.7559,   26846,    0.3277,    3244,    0.0198,    -325,   -0.0040,    3569,    0.0436,   -7937,   -0.0484,   -7801,   -0.0952,    -136,   -0.0017,   32619,    0.1991,    7860,    0.0960,   24759,    0.3022,   29526,    0.1802,    5204,    0.0635,   24322,    0.2969,   18135,    0.1107,    4854,    0.0593,   13281,    0.1621,     195,    0.0012,   -5491,   -0.0670,    5686,    0.0694,   68687,    0.4192,    2320,    0.0283,   66367,    0.8102,    3461,    0.0211,    7352,    0.0897,   -3891,   -0.0475,   74122,    0.4524,   67740,    0.8269,    6382,    0.0779,  -31466,   -0.1921,   -4508,   -0.0550,  -26958,   -0.3291,   -6566,   -0.0401,    3140,    0.0383,   -9706,   -0.1185,   -6368,   -0.0389,    7367,    0.0899,  -13735,   -0.1677,  -10110,   -0.0617,   -4348,   -0.0531,   -5762,   -0.0703,  -15517,   -0.0947,  -11117,   -0.1357,   -4400,   -0.0537,  -15966,   -0.0975,  -27837,   -0.3398,   11871,    0.1449,  -54183,   -0.3307,   -4485,   -0.0548,  -49698,   -0.6067,   18270,    0.1115,  -12290,   -0.1500,   30560,    0.3731,  -37605,   -0.2295,    6254,    0.0763,  -43859,   -0.5354,  -14118,   -0.0862,    5562,    0.0679,  -19680,   -0.2402,   49755,    0.3037,   24960,    0.3047,   24795,    0.3027,   18278,    0.1116,    4626,    0.0565,   13652,    0.1667,  -10334,   -0.0631,  -28078,   -0.3428,   17744,    0.2166,   41882,    0.2556,    5650,    0.0690,   36232,    0.4423,    4648,    0.0284,   -2306,   -0.0282,    6954,    0.0849,   38189,    0.2331,    4561,    0.0557,   33628,    0.4105,  -11680,   -0.0713,   19741,    0.2410,  -31421,   -0.3836,  -42731,   -0.2608,    -810,   -0.0099,  -41921,   -0.5117,
   6,   47527,    0.2901,    -940,   -0.0115,   48467,    0.5917,    7864,    0.0480,  -24737,   -0.3020,   32601,    0.3980,  -33387,   -0.2038,  -58234,   -0.7109,   24847,    0.3033,    2390,    0.0146,    -372,   -0.0045,    2762,    0.0337,   -5909,   -0.0361,   -5175,   -0.0632,    -734,   -0.0090,   34510,    0.2106,   10345,    0.1263,   24165,    0.2950,   26227,    0.1601,    1537,    0.0188,   24690,    0.3014,   11632,    0.0710,    1371,    0.0167,   10261,    0.1253,    3182,    0.0194,   -2711,   -0.0331,    5893,    0.0719,   66501,    0.4059,    3847,    0.0470,   62654,    0.7648,    1597,    0.0097,    6636,    0.0810,   -5039,   -0.0615,   74958,    0.4575,   68386,    0.8348,    6572,    0.0802,  -31132,   -0.1900,   -6594,   -0.0805,  -24538,   -0.2995,  -13592,   -0.0830,    -905,   -0.0110,  -12687,   -0.1549,   -8611,   -0.0526,    3566,    0.0435,  -12177,   -0.1486,   -8190,   -0.0500,   -1488,   -0.0182,   -6702,   -0.0818,  -15447,   -0.0943,  -12581,   -0.1536,   -2866,   -0.0350,  -16243,   -0.0991,  -26977,   -0.3293,   10734,    0.1310,  -51290,   -0.3131,   -4167,   -0.0509,  -47123,   -0.5752,   14924,    0.0911,  -13670,   -0.1669,   28594,    0.3491,  -35051,   -0.2139,    7264,    0.0887,  -42315,   -0.5166,  -14310,   -0.0873,    4579,    0.0559,  -18889,   -0.2306,   52723,    0.3218,   26473,    0.3232,   26250,    0.3204,   17461,    0.1066,    4290,    0.0524,   13171,    0.1608,  -10534,   -0.0643,  -27370,   -0.3341,   16836,    0.2055,   43707,    0.2668,    7112,    0.0868,   36595,    0.4467,    5355,    0.0327,   -2078,   -0.0254,    7433,    0.0907,   40338,    0.2462,    7952,    0.0971,   32386,    0.3953,  -10504,   -0.0641,   18735,    0.2287,  -29239,   -0.3569,  -43591,   -0.2661,    -499,   -0.0061,  -43092,   -0.5260,
